"season","gamedate","team","opponent","home","win"
2022,2023-03-14,"OKC","BKN",1,1
2022,2023-03-13,"UTA","MIA",0,0
2022,2023-03-13,"MIA","UTA",1,1
2022,2023-03-13,"DET","IND",1,1
2022,2023-03-13,"HOU","BOS",1,1
2022,2023-03-13,"ATL","MIN",1,0
2022,2023-03-13,"BOS","HOU",0,0
2022,2023-03-13,"MEM","DAL",0,1
2022,2023-03-13,"GSW","PHX",1,1
2022,2023-03-13,"SAC","MIL",1,0
2022,2023-03-13,"IND","DET",0,0
2022,2023-03-13,"MIL","SAC",0,1
2022,2023-03-13,"PHX","GSW",0,0
2022,2023-03-13,"MIN","ATL",0,1
2022,2023-03-13,"DAL","MEM",1,0
2022,2023-03-12,"LAL","NYK",1,0
2022,2023-03-12,"NOP","POR",1,1
2022,2023-03-12,"OKC","SAS",0,1
2022,2023-03-12,"POR","NOP",0,0
2022,2023-03-12,"CLE","CHA",0,1
2022,2023-03-12,"DEN","BKN",1,0
2022,2023-03-12,"WAS","PHI",0,0
2022,2023-03-12,"NYK","LAL",0,1
2022,2023-03-12,"BKN","DEN",0,1
2022,2023-03-12,"SAS","OKC",1,0
2022,2023-03-12,"PHI","WAS",1,1
2022,2023-03-12,"CHA","CLE",1,0
2022,2023-03-11,"DET","IND",1,0
2022,2023-03-11,"DAL","MEM",0,0
2022,2023-03-11,"GSW","MIL",1,1
2022,2023-03-11,"CHA","UTA",1,0
2022,2023-03-11,"ORL","MIA",1,1
2022,2023-03-11,"UTA","CHA",0,1
2022,2023-03-11,"NYK","LAC",0,0
2022,2023-03-11,"IND","DET",0,1
2022,2023-03-11,"PHX","SAC",1,0
2022,2023-03-11,"SAC","PHX",0,1
2022,2023-03-11,"LAC","NYK",1,1
2022,2023-03-11,"OKC","NOP",0,1
2022,2023-03-11,"MIL","GSW",0,0
2022,2023-03-11,"CHI","HOU",0,1
2022,2023-03-11,"MIA","ORL",0,0
2022,2023-03-11,"MEM","DAL",1,1
2022,2023-03-11,"BOS","ATL",0,1
2022,2023-03-11,"ATL","BOS",1,0
2022,2023-03-11,"HOU","CHI",1,0
2022,2023-03-11,"NOP","OKC",1,0
2022,2023-03-10,"TOR","LAL",0,0
2022,2023-03-10,"POR","PHI",0,0
2022,2023-03-10,"BKN","MIN",0,1
2022,2023-03-10,"WAS","ATL",1,0
2022,2023-03-10,"MIN","BKN",1,0
2022,2023-03-10,"LAL","TOR",1,1
2022,2023-03-10,"ATL","WAS",0,1
2022,2023-03-10,"DEN","SAS",0,0
2022,2023-03-10,"CLE","MIA",0,0
2022,2023-03-10,"SAS","DEN",1,1
2022,2023-03-10,"PHI","POR",1,1
2022,2023-03-10,"MIA","CLE",1,1
2022,2023-03-09,"DET","CHA",1,0
2022,2023-03-09,"BKN","MIL",0,0
2022,2023-03-09,"UTA","ORL",0,1
2022,2023-03-09,"NYK","SAC",0,0
2022,2023-03-09,"MIL","BKN",1,1
2022,2023-03-09,"SAC","NYK",1,1
2022,2023-03-09,"GSW","MEM",0,0
2022,2023-03-09,"MEM","GSW",1,1
2022,2023-03-09,"ORL","UTA",1,0
2022,2023-03-09,"CHA","DET",0,1
2022,2023-03-09,"IND","HOU",1,1
2022,2023-03-09,"HOU","IND",0,0
2022,2023-03-08,"TOR","LAC",0,0
2022,2023-03-08,"LAC","TOR",1,1
2022,2023-03-08,"DAL","NOP",0,0
2022,2023-03-08,"CLE","MIA",0,1
2022,2023-03-08,"POR","BOS",0,0
2022,2023-03-08,"PHX","OKC",1,1
2022,2023-03-08,"CHI","DEN",0,1
2022,2023-03-08,"NOP","DAL",1,1
2022,2023-03-08,"BOS","POR",1,1
2022,2023-03-08,"DEN","CHI",1,0
2022,2023-03-08,"WAS","ATL",1,0
2022,2023-03-08,"ATL","WAS",0,1
2022,2023-03-08,"OKC","PHX",0,0
2022,2023-03-08,"MIA","CLE",1,0
2022,2023-03-07,"NYK","CHA",1,0
2022,2023-03-07,"ORL","MIL",1,0
2022,2023-03-07,"HOU","BKN",1,0
2022,2023-03-07,"MIL","ORL",0,1
2022,2023-03-07,"UTA","DAL",0,0
2022,2023-03-07,"PHI","MIN",0,1
2022,2023-03-07,"MIN","PHI",1,0
2022,2023-03-07,"BKN","HOU",0,1
2022,2023-03-07,"DAL","UTA",1,1
2022,2023-03-07,"CHA","NYK",0,1
2022,2023-03-07,"LAL","MEM",1,1
2022,2023-03-07,"WAS","DET",0,1
2022,2023-03-07,"OKC","GSW",1,1
2022,2023-03-07,"DET","WAS",1,0
2022,2023-03-07,"GSW","OKC",0,0
2022,2023-03-07,"MEM","LAL",0,0
2022,2023-03-06,"MIA","ATL",1,1
2022,2023-03-06,"BOS","CLE",0,0
2022,2023-03-06,"TOR","DEN",0,0
2022,2023-03-06,"SAC","NOP",1,1
2022,2023-03-06,"IND","PHI",1,0
2022,2023-03-06,"ATL","MIA",0,0
2022,2023-03-06,"DEN","TOR",1,1
2022,2023-03-06,"NOP","SAC",0,0
2022,2023-03-06,"POR","DET",0,1
2022,2023-03-06,"CLE","BOS",1,1
2022,2023-03-06,"PHI","IND",0,1
2022,2023-03-06,"DET","POR",1,0
2022,2023-03-05,"LAC","MEM",1,1
2022,2023-03-05,"BOS","NYK",1,0
2022,2023-03-05,"UTA","OKC",0,0
2022,2023-03-05,"MIL","WAS",0,1
2022,2023-03-05,"OKC","UTA",1,1
2022,2023-03-05,"LAL","GSW",1,1
2022,2023-03-05,"GSW","LAL",0,0
2022,2023-03-05,"IND","CHI",0,1
2022,2023-03-05,"WAS","MIL",1,0
2022,2023-03-05,"NYK","BOS",0,1
2022,2023-03-05,"DAL","PHX",1,0
2022,2023-03-05,"BKN","CHA",1,1
2022,2023-03-05,"HOU","SAS",1,1
2022,2023-03-05,"CHA","BKN",0,0
2022,2023-03-05,"SAS","HOU",0,0
2022,2023-03-05,"MEM","LAC",0,0
2022,2023-03-05,"POR","ORL",0,1
2022,2023-03-05,"PHX","DAL",0,1
2022,2023-03-05,"CHI","IND",1,0
2022,2023-03-05,"ORL","POR",1,0
2022,2023-03-04,"HOU","SAS",0,1
2022,2023-03-04,"CLE","DET",1,1
2022,2023-03-04,"MIN","SAC",0,1
2022,2023-03-04,"DET","CLE",0,0
2022,2023-03-04,"MIA","ATL",1,1
2022,2023-03-04,"TOR","WAS",0,1
2022,2023-03-04,"PHI","MIL",0,1
2022,2023-03-04,"SAS","HOU",1,0
2022,2023-03-04,"MIL","PHI",1,0
2022,2023-03-04,"WAS","TOR",1,0
2022,2023-03-04,"ATL","MIA",0,0
2022,2023-03-04,"SAC","MIN",1,0
2022,2023-03-03,"DEN","MEM",1,1
2022,2023-03-03,"PHX","CHI",0,1
2022,2023-03-03,"LAL","MIN",1,0
2022,2023-03-03,"LAC","SAC",0,0
2022,2023-03-03,"UTA","OKC",0,0
2022,2023-03-03,"NOP","GSW",0,0
2022,2023-03-03,"OKC","UTA",1,1
2022,2023-03-03,"NYK","MIA",0,1
2022,2023-03-03,"POR","ATL",0,0
2022,2023-03-03,"ATL","POR",1,1
2022,2023-03-03,"CHA","ORL",1,0
2022,2023-03-03,"GSW","NOP",1,1
2022,2023-03-03,"MIN","LAL",0,1
2022,2023-03-03,"MEM","DEN",0,0
2022,2023-03-03,"BKN","BOS",0,1
2022,2023-03-03,"CHI","PHX",1,0
2022,2023-03-03,"BOS","BKN",1,0
2022,2023-03-03,"ORL","CHA",0,1
2022,2023-03-03,"MIA","NYK",1,0
2022,2023-03-03,"SAC","LAC",1,1
2022,2023-03-02,"PHI","DAL",0,0
2022,2023-03-02,"DAL","PHI",1,1
2022,2023-03-02,"IND","SAS",0,0
2022,2023-03-02,"WAS","TOR",1,1
2022,2023-03-02,"SAS","IND",1,1
2022,2023-03-02,"GSW","LAC",1,1
2022,2023-03-02,"TOR","WAS",0,0
2022,2023-03-02,"LAC","GSW",0,0
2022,2023-03-01,"MIA","PHI",1,0
2022,2023-03-01,"LAL","OKC",0,1
2022,2023-03-01,"PHI","MIA",0,1
2022,2023-03-01,"CHI","DET",0,1
2022,2023-03-01,"NYK","BKN",1,1
2022,2023-03-01,"CHA","PHX",1,0
2022,2023-03-01,"ORL","MIL",0,0
2022,2023-03-01,"HOU","MEM",1,0
2022,2023-03-01,"POR","NOP",1,0
2022,2023-03-01,"BOS","CLE",1,1
2022,2023-03-01,"DET","CHI",1,0
2022,2023-03-01,"MIL","ORL",1,1
2022,2023-03-01,"CLE","BOS",0,0
2022,2023-03-01,"BKN","NYK",0,0
2022,2023-03-01,"OKC","LAL",1,0
2022,2023-03-01,"PHX","CHA",0,1
2022,2023-03-01,"MEM","HOU",0,1
2022,2023-03-01,"NOP","POR",0,1
2022,2023-02-28,"SAC","OKC",0,1
2022,2023-02-28,"POR","GSW",0,0
2022,2023-02-28,"DEN","HOU",0,1
2022,2023-02-28,"DAL","IND",1,0
2022,2023-02-28,"SAS","UTA",0,1
2022,2023-02-28,"BKN","MIL",1,0
2022,2023-02-28,"UTA","SAS",1,0
2022,2023-02-28,"LAL","MEM",0,0
2022,2023-02-28,"MIN","LAC",0,1
2022,2023-02-28,"LAC","MIN",1,0
2022,2023-02-28,"HOU","DEN",1,0
2022,2023-02-28,"WAS","ATL",0,1
2022,2023-02-28,"ATL","WAS",1,0
2022,2023-02-28,"GSW","POR",1,1
2022,2023-02-28,"IND","DAL",0,1
2022,2023-02-28,"MIL","BKN",0,1
2022,2023-02-28,"MEM","LAL",1,1
2022,2023-02-28,"OKC","SAC",1,0
2022,2023-02-28,"TOR","CHI",1,1
2022,2023-02-28,"CHI","TOR",0,0
2022,2023-02-27,"BOS","NYK",0,0
2022,2023-02-27,"ORL","NOP",0,1
2022,2023-02-27,"DET","CHA",0,0
2022,2023-02-27,"NYK","BOS",1,1
2022,2023-02-27,"PHI","MIA",1,0
2022,2023-02-27,"MIA","PHI",0,1
2022,2023-02-27,"CHA","DET",1,1
2022,2023-02-27,"NOP","ORL",1,0
2022,2023-02-26,"OKC","SAC",1,0
2022,2023-02-26,"LAC","DEN",0,0
2022,2023-02-26,"BKN","ATL",0,0
2022,2023-02-26,"CHI","WAS",1,1
2022,2023-02-26,"TOR","CLE",0,0
2022,2023-02-26,"MIN","GSW",0,0
2022,2023-02-26,"DAL","LAL",1,0
2022,2023-02-26,"ATL","BKN",1,1
2022,2023-02-26,"MIL","PHX",1,1
2022,2023-02-26,"DEN","LAC",1,1
2022,2023-02-26,"CLE","TOR",1,1
2022,2023-02-26,"GSW","MIN",1,1
2022,2023-02-26,"SAC","OKC",0,1
2022,2023-02-26,"LAL","DAL",0,1
2022,2023-02-26,"PHX","MIL",0,0
2022,2023-02-26,"HOU","POR",0,0
2022,2023-02-26,"WAS","CHI",0,0
2022,2023-02-26,"POR","HOU",1,1
2022,2023-02-25,"UTA","SAS",1,1
2022,2023-02-25,"NOP","NYK",0,0
2022,2023-02-25,"IND","ORL",0,1
2022,2023-02-25,"MEM","DEN",1,1
2022,2023-02-25,"SAS","UTA",0,0
2022,2023-02-25,"DEN","MEM",0,0
2022,2023-02-25,"BOS","PHI",0,1
2022,2023-02-25,"CHA","MIA",1,1
2022,2023-02-25,"TOR","DET",0,1
2022,2023-02-25,"ORL","IND",1,0
2022,2023-02-25,"NYK","NOP",1,1
2022,2023-02-25,"MIA","CHA",0,0
2022,2023-02-25,"PHI","BOS",1,0
2022,2023-02-25,"DET","TOR",1,0
2022,2023-02-24,"HOU","GSW",0,0
2022,2023-02-24,"PHX","OKC",1,1
2022,2023-02-24,"BKN","CHI",0,0
2022,2023-02-24,"ATL","CLE",1,1
2022,2023-02-24,"MIN","CHA",1,0
2022,2023-02-24,"CHI","BKN",1,1
2022,2023-02-24,"CLE","ATL",0,0
2022,2023-02-24,"NYK","WAS",0,1
2022,2023-02-24,"GSW","HOU",1,1
2022,2023-02-24,"SAC","LAC",0,1
2022,2023-02-24,"WAS","NYK",1,0
2022,2023-02-24,"MIL","MIA",1,1
2022,2023-02-24,"CHA","MIN",0,1
2022,2023-02-24,"MIA","MIL",0,0
2022,2023-02-24,"OKC","PHX",0,0
2022,2023-02-24,"LAC","SAC",1,0
2022,2023-02-23,"DAL","SAS",1,1
2022,2023-02-23,"ORL","DET",1,1
2022,2023-02-23,"MEM","PHI",0,0
2022,2023-02-23,"SAC","POR",1,1
2022,2023-02-23,"TOR","NOP",1,1
2022,2023-02-23,"DET","ORL",0,0
2022,2023-02-23,"NOP","TOR",0,0
2022,2023-02-23,"OKC","UTA",0,0
2022,2023-02-23,"SAS","DAL",0,0
2022,2023-02-23,"GSW","LAL",0,0
2022,2023-02-23,"IND","BOS",1,0
2022,2023-02-23,"PHI","MEM",1,1
2022,2023-02-23,"POR","SAC",0,0
2022,2023-02-23,"UTA","OKC",1,1
2022,2023-02-23,"LAL","GSW",1,1
2022,2023-02-23,"BOS","IND",0,1
2022,2023-02-23,"CLE","DEN",1,0
2022,2023-02-23,"DEN","CLE",0,1
2022,2023-02-16,"LAC","PHX",0,1
2022,2023-02-16,"MIN","WAS",1,0
2022,2023-02-16,"PHX","LAC",1,0
2022,2023-02-16,"WAS","MIN",0,1
2022,2023-02-16,"CHI","MIL",1,0
2022,2023-02-16,"MIL","CHI",0,1
2022,2023-02-15,"CHI","IND",0,0
2022,2023-02-15,"PHI","CLE",1,1
2022,2023-02-15,"CLE","PHI",0,0
2022,2023-02-15,"SAS","CHA",0,0
2022,2023-02-15,"DEN","DAL",1,1
2022,2023-02-15,"IND","CHI",1,1
2022,2023-02-15,"DET","BOS",0,0
2022,2023-02-15,"OKC","HOU",1,1
2022,2023-02-15,"MEM","UTA",1,1
2022,2023-02-15,"BKN","MIA",1,1
2022,2023-02-15,"LAL","NOP",1,1
2022,2023-02-15,"ATL","NYK",1,0
2022,2023-02-15,"DAL","DEN",0,0
2022,2023-02-15,"HOU","OKC",0,0
2022,2023-02-15,"UTA","MEM",0,0
2022,2023-02-15,"BOS","DET",1,1
2022,2023-02-15,"CHA","SAS",1,1
2022,2023-02-15,"NOP","LAL",0,0
2022,2023-02-15,"MIA","BKN",0,0
2022,2023-02-15,"NYK","ATL",0,1
2022,2023-02-14,"TOR","ORL",1,1
2022,2023-02-14,"LAC","GSW",1,1
2022,2023-02-14,"WAS","POR",0,1
2022,2023-02-14,"ORL","TOR",0,0
2022,2023-02-14,"GSW","LAC",0,0
2022,2023-02-14,"POR","WAS",1,0
2022,2023-02-14,"MIL","BOS",1,1
2022,2023-02-14,"PHX","SAC",1,1
2022,2023-02-14,"BOS","MIL",0,0
2022,2023-02-14,"SAC","PHX",0,0
2022,2023-02-13,"NYK","BKN",1,1
2022,2023-02-13,"ATL","CHA",0,0
2022,2023-02-13,"ORL","CHI",0,1
2022,2023-02-13,"MIN","DAL",0,1
2022,2023-02-13,"LAL","POR",0,0
2022,2023-02-13,"CHA","ATL",1,1
2022,2023-02-13,"OKC","NOP",1,0
2022,2023-02-13,"UTA","IND",0,1
2022,2023-02-13,"WAS","GSW",0,0
2022,2023-02-13,"BKN","NYK",0,0
2022,2023-02-13,"IND","UTA",1,0
2022,2023-02-13,"NOP","OKC",0,1
2022,2023-02-13,"GSW","WAS",1,1
2022,2023-02-13,"DEN","MIA",0,1
2022,2023-02-13,"SAS","CLE",0,0
2022,2023-02-13,"CLE","SAS",1,1
2022,2023-02-13,"CHI","ORL",1,0
2022,2023-02-13,"MIA","DEN",1,0
2022,2023-02-13,"PHI","HOU",1,1
2022,2023-02-13,"POR","LAL",1,1
2022,2023-02-13,"DAL","MIN",1,0
2022,2023-02-13,"HOU","PHI",0,0
2022,2023-02-12,"BOS","MEM",1,1
2022,2023-02-12,"DET","TOR",0,0
2022,2023-02-12,"TOR","DET",1,1
2022,2023-02-12,"MEM","BOS",0,0
2022,2023-02-11,"DAL","SAC",0,0
2022,2023-02-11,"GSW","LAL",1,0
2022,2023-02-11,"PHI","BKN",0,1
2022,2023-02-11,"CHI","CLE",0,0
2022,2023-02-11,"WAS","IND",1,1
2022,2023-02-11,"BKN","PHI",1,0
2022,2023-02-11,"CHA","DEN",1,0
2022,2023-02-11,"DEN","CHA",0,1
2022,2023-02-11,"IND","WAS",0,0
2022,2023-02-11,"SAC","DAL",1,1
2022,2023-02-11,"UTA","NYK",0,0
2022,2023-02-11,"LAL","GSW",0,1
2022,2023-02-11,"MIA","ORL",0,1
2022,2023-02-11,"ATL","SAS",1,1
2022,2023-02-11,"CLE","CHI",1,1
2022,2023-02-11,"ORL","MIA",1,0
2022,2023-02-11,"NYK","UTA",1,1
2022,2023-02-11,"SAS","ATL",0,0
2022,2023-02-10,"UTA","TOR",0,1
2022,2023-02-10,"NOP","CLE",1,0
2022,2023-02-10,"TOR","UTA",1,0
2022,2023-02-10,"DAL","SAC",0,1
2022,2023-02-10,"MEM","MIN",1,1
2022,2023-02-10,"OKC","POR",0,1
2022,2023-02-10,"SAS","DET",0,0
2022,2023-02-10,"CLE","NOP",0,1
2022,2023-02-10,"SAC","DAL",1,0
2022,2023-02-10,"HOU","MIA",0,0
2022,2023-02-10,"POR","OKC",1,0
2022,2023-02-10,"LAC","MIL",1,0
2022,2023-02-10,"BOS","CHA",1,1
2022,2023-02-10,"PHX","IND",0,1
2022,2023-02-10,"DET","SAS",1,1
2022,2023-02-10,"PHI","NYK",1,1
2022,2023-02-10,"MIA","HOU",1,1
2022,2023-02-10,"IND","PHX",1,0
2022,2023-02-10,"MIL","LAC",0,1
2022,2023-02-10,"MIN","MEM",0,0
2022,2023-02-10,"CHA","BOS",0,0
2022,2023-02-10,"NYK","PHI",0,0
2022,2023-02-09,"ATL","PHX",1,1
2022,2023-02-09,"ORL","DEN",1,1
2022,2023-02-09,"LAL","MIL",1,0
2022,2023-02-09,"PHX","ATL",0,0
2022,2023-02-09,"MIL","LAL",0,1
2022,2023-02-09,"DEN","ORL",0,0
2022,2023-02-09,"BKN","CHI",1,1
2022,2023-02-09,"CHI","BKN",0,0
2022,2023-02-08,"SAC","HOU",0,1
2022,2023-02-08,"SAS","TOR",0,0
2022,2023-02-08,"TOR","SAS",1,1
2022,2023-02-08,"LAC","DAL",1,0
2022,2023-02-08,"DET","CLE",0,0
2022,2023-02-08,"POR","GSW",1,1
2022,2023-02-08,"WAS","CHA",1,1
2022,2023-02-08,"IND","MIA",0,0
2022,2023-02-08,"CHA","WAS",0,0
2022,2023-02-08,"MIA","IND",1,1
2022,2023-02-08,"MIN","UTA",0,1
2022,2023-02-08,"DAL","LAC",0,1
2022,2023-02-08,"CLE","DET",1,1
2022,2023-02-08,"HOU","SAC",1,0
2022,2023-02-08,"BOS","PHI",1,1
2022,2023-02-08,"PHI","BOS",0,0
2022,2023-02-08,"UTA","MIN",1,0
2022,2023-02-08,"GSW","POR",0,0
2022,2023-02-07,"DEN","MIN",1,1
2022,2023-02-07,"LAL","OKC",1,0
2022,2023-02-07,"NYK","ORL",0,1
2022,2023-02-07,"CHI","MEM",0,0
2022,2023-02-07,"NOP","ATL",1,1
2022,2023-02-07,"MIN","DEN",0,0
2022,2023-02-07,"ORL","NYK",1,0
2022,2023-02-07,"ATL","NOP",0,0
2022,2023-02-07,"MEM","CHI",1,1
2022,2023-02-07,"OKC","LAL",0,1
2022,2023-02-07,"PHX","BKN",0,1
2022,2023-02-07,"BKN","PHX",1,0
2022,2023-02-06,"HOU","SAC",1,0
2022,2023-02-06,"WAS","CLE",1,0
2022,2023-02-06,"POR","MIL",1,0
2022,2023-02-06,"UTA","DAL",1,0
2022,2023-02-06,"DET","BOS",1,0
2022,2023-02-06,"SAC","HOU",0,1
2022,2023-02-06,"SAS","CHI",0,0
2022,2023-02-06,"GSW","OKC",1,1
2022,2023-02-06,"CHI","SAS",1,1
2022,2023-02-06,"BKN","LAC",1,0
2022,2023-02-06,"CLE","WAS",0,1
2022,2023-02-06,"BOS","DET",0,1
2022,2023-02-06,"DAL","UTA",0,1
2022,2023-02-06,"OKC","GSW",0,0
2022,2023-02-06,"LAC","BKN",0,1
2022,2023-02-06,"MIL","POR",0,1
2022,2023-02-05,"CHA","ORL",1,0
2022,2023-02-05,"MEM","TOR",1,0
2022,2023-02-05,"SAC","NOP",0,0
2022,2023-02-05,"CLE","IND",0,1
2022,2023-02-05,"TOR","MEM",0,1
2022,2023-02-05,"PHI","NYK",0,0
2022,2023-02-05,"NYK","PHI",1,1
2022,2023-02-05,"IND","CLE",1,0
2022,2023-02-05,"NOP","SAC",1,1
2022,2023-02-05,"DEN","MIN",0,0
2022,2023-02-05,"MIN","DEN",1,1
2022,2023-02-05,"ORL","CHA",0,1
2022,2023-02-04,"LAC","NYK",0,1
2022,2023-02-04,"POR","CHI",0,0
2022,2023-02-04,"WAS","BKN",0,0
2022,2023-02-04,"HOU","OKC",0,0
2022,2023-02-04,"PHX","DET",0,1
2022,2023-02-04,"LAL","NOP",0,0
2022,2023-02-04,"DET","PHX",1,0
2022,2023-02-04,"MIA","MIL",0,0
2022,2023-02-04,"GSW","DAL",1,1
2022,2023-02-04,"DEN","ATL",1,1
2022,2023-02-04,"MIL","MIA",1,1
2022,2023-02-04,"OKC","HOU",1,1
2022,2023-02-04,"ATL","DEN",0,0
2022,2023-02-04,"DAL","GSW",0,0
2022,2023-02-04,"NOP","LAL",1,1
2022,2023-02-04,"NYK","LAC",1,0
2022,2023-02-04,"BKN","WAS",1,1
2022,2023-02-04,"CHI","POR",1,1
2022,2023-02-03,"HOU","TOR",1,0
2022,2023-02-03,"POR","WAS",0,1
2022,2023-02-03,"SAC","IND",0,0
2022,2023-02-03,"WAS","POR",1,0
2022,2023-02-03,"CHA","DET",0,0
2022,2023-02-03,"BOS","PHX",1,0
2022,2023-02-03,"PHX","BOS",0,1
2022,2023-02-03,"MIN","ORL",1,0
2022,2023-02-03,"SAS","PHI",1,0
2022,2023-02-03,"TOR","HOU",0,1
2022,2023-02-03,"ATL","UTA",0,1
2022,2023-02-03,"PHI","SAS",0,1
2022,2023-02-03,"DET","CHA",1,1
2022,2023-02-03,"UTA","ATL",1,0
2022,2023-02-03,"IND","SAC",1,1
2022,2023-02-03,"ORL","MIN",0,1
2022,2023-02-02,"CHA","CHI",0,0
2022,2023-02-02,"CLE","MEM",1,1
2022,2023-02-02,"NYK","MIA",1,1
2022,2023-02-02,"DAL","NOP",1,1
2022,2023-02-02,"IND","LAL",1,0
2022,2023-02-02,"MIA","NYK",0,0
2022,2023-02-02,"NOP","DAL",0,0
2022,2023-02-02,"DEN","GSW",1,1
2022,2023-02-02,"MEM","CLE",0,0
2022,2023-02-02,"GSW","DEN",0,0
2022,2023-02-02,"LAL","IND",0,1
2022,2023-02-02,"CHI","CHA",1,1
2022,2023-02-02,"LAC","MIL",0,0
2022,2023-02-02,"MIL","LAC",1,1
2022,2023-02-01,"ATL","PHX",0,1
2022,2023-02-01,"GSW","MIN",0,0
2022,2023-02-01,"TOR","UTA",0,0
2022,2023-02-01,"MEM","POR",1,0
2022,2023-02-01,"HOU","OKC",1,1
2022,2023-02-01,"OKC","HOU",0,0
2022,2023-02-01,"UTA","TOR",1,1
2022,2023-02-01,"BKN","BOS",0,0
2022,2023-02-01,"ORL","PHI",0,0
2022,2023-02-01,"MIN","GSW",1,1
2022,2023-02-01,"PHI","ORL",1,1
2022,2023-02-01,"BOS","BKN",1,1
2022,2023-02-01,"SAC","SAS",0,1
2022,2023-02-01,"PHX","ATL",1,0
2022,2023-02-01,"POR","MEM",0,1
2022,2023-02-01,"SAS","SAC",1,0
2022,2023-01-31,"LAC","CHI",0,1
2022,2023-01-31,"CHI","LAC",1,0
2022,2023-01-31,"DEN","NOP",1,1
2022,2023-01-31,"MIL","CHA",1,1
2022,2023-01-31,"LAL","NYK",0,1
2022,2023-01-31,"MIA","CLE",0,1
2022,2023-01-31,"CHA","MIL",0,0
2022,2023-01-31,"NOP","DEN",0,0
2022,2023-01-31,"CLE","MIA",1,0
2022,2023-01-31,"NYK","LAL",1,0
2022,2023-01-30,"GSW","OKC",0,1
2022,2023-01-30,"SAC","MIN",0,1
2022,2023-01-30,"BKN","LAL",1,1
2022,2023-01-30,"ATL","POR",0,0
2022,2023-01-30,"DAL","DET",1,1
2022,2023-01-30,"DET","DAL",0,0
2022,2023-01-30,"PHI","ORL",1,0
2022,2023-01-30,"OKC","GSW",1,0
2022,2023-01-30,"PHX","TOR",1,1
2022,2023-01-30,"TOR","PHX",0,0
2022,2023-01-30,"POR","ATL",1,1
2022,2023-01-30,"SAS","WAS",1,0
2022,2023-01-30,"WAS","SAS",0,1
2022,2023-01-30,"ORL","PHI",0,1
2022,2023-01-30,"LAL","BKN",0,0
2022,2023-01-30,"MIN","SAC",1,0
2022,2023-01-29,"MEM","IND",1,1
2022,2023-01-29,"CHA","MIA",1,1
2022,2023-01-29,"NOP","MIL",0,0
2022,2023-01-29,"CLE","LAC",1,1
2022,2023-01-29,"LAC","CLE",0,0
2022,2023-01-29,"IND","MEM",0,0
2022,2023-01-29,"MIA","CHA",0,0
2022,2023-01-29,"MIL","NOP",1,1
2022,2023-01-28,"DEN","PHI",0,0
2022,2023-01-28,"ATL","LAC",1,0
2022,2023-01-28,"LAC","ATL",0,1
2022,2023-01-28,"CHI","ORL",0,1
2022,2023-01-28,"DET","HOU",1,0
2022,2023-01-28,"BKN","NYK",1,1
2022,2023-01-28,"NYK","BKN",0,0
2022,2023-01-28,"LAL","BOS",0,0
2022,2023-01-28,"PHI","DEN",1,1
2022,2023-01-28,"POR","TOR",1,0
2022,2023-01-28,"NOP","WAS",1,0
2022,2023-01-28,"PHX","SAS",0,1
2022,2023-01-28,"TOR","POR",0,1
2022,2023-01-28,"SAS","PHX",1,0
2022,2023-01-28,"WAS","NOP",0,1
2022,2023-01-28,"MIN","SAC",1,1
2022,2023-01-28,"UTA","DAL",1,1
2022,2023-01-28,"ORL","CHI",1,0
2022,2023-01-28,"SAC","MIN",0,0
2022,2023-01-28,"HOU","DET",0,1
2022,2023-01-28,"DAL","UTA",0,0
2022,2023-01-28,"BOS","LAL",1,1
2022,2023-01-27,"GSW","TOR",1,1
2022,2023-01-27,"CLE","OKC",0,0
2022,2023-01-27,"TOR","GSW",0,0
2022,2023-01-27,"MEM","MIN",0,0
2022,2023-01-27,"MIA","ORL",1,1
2022,2023-01-27,"OKC","CLE",1,1
2022,2023-01-27,"MIL","IND",0,1
2022,2023-01-27,"ORL","MIA",0,0
2022,2023-01-27,"IND","MIL",1,0
2022,2023-01-27,"MIN","MEM",1,1
2022,2023-01-26,"CHI","CHA",0,0
2022,2023-01-26,"CHA","CHI",1,1
2022,2023-01-26,"CLE","HOU",0,1
2022,2023-01-26,"DAL","PHX",0,1
2022,2023-01-26,"NYK","BOS",0,1
2022,2023-01-26,"BOS","NYK",1,0
2022,2023-01-26,"BKN","DET",1,0
2022,2023-01-26,"DET","BKN",0,1
2022,2023-01-26,"SAS","LAC",0,0
2022,2023-01-26,"HOU","CLE",1,0
2022,2023-01-26,"LAC","SAS",1,1
2022,2023-01-26,"PHX","DAL",1,0
2022,2023-01-25,"GSW","MEM",1,1
2022,2023-01-25,"WAS","HOU",0,1
2022,2023-01-25,"TOR","SAC",0,1
2022,2023-01-25,"IND","ORL",0,0
2022,2023-01-25,"SAC","TOR",1,0
2022,2023-01-25,"PHI","BKN",1,1
2022,2023-01-25,"LAL","SAS",1,1
2022,2023-01-25,"ORL","IND",1,1
2022,2023-01-25,"MEM","GSW",0,0
2022,2023-01-25,"UTA","POR",0,0
2022,2023-01-25,"BKN","PHI",0,0
2022,2023-01-25,"ATL","OKC",0,1
2022,2023-01-25,"DEN","MIL",0,0
2022,2023-01-25,"MIL","DEN",1,1
2022,2023-01-25,"MIN","NOP",0,1
2022,2023-01-25,"HOU","WAS",1,0
2022,2023-01-25,"NOP","MIN",1,0
2022,2023-01-25,"OKC","ATL",1,0
